,Phrase,Sentiment
4033,"['sustained', 'fest', 'self', 'congratulation', 'actor', 'director', 'leaf', 'scant', 'place', 'viewer']",1
4034,"['feel', 'choke', 'leash', 'around', 'neck', 'director', 'nick', 'cassavetes', 'give', 'good', 'hard', 'yank', 'whenever', 'want', 'feel', 'something']",0
4035,"['bright', 'pristine', 'style', 'bold', 'color', 'make', 'much', 'fun', 'reading', 'oversized', 'picture', 'book', 'bedtime']",3
4036,"['process', 'trimming', 'movie', 'expeditious', 'minute', 'director', 'roger', 'kumble', 'seems', 'dumped', 'whole', 'lot', 'plot', 'favor', 'outrageous', 'gag']",1
4037,"['bad', 'baffling', 'get', 'go']",0
4038,"['big', 'loud', 'bang', 'drum', 'bore']",1
4039,"['riddled', 'unanswered', 'question', 'requires', 'gargantuan', 'leap', 'faith', 'watch', 'plod', 'along']",2
4040,"['leave', 'feeling', 'like', 'endured', 'long', 'workout', 'without', 'pulse', 'ever', 'racing']",1
4041,"['inept', 'tedious', 'spoof', 'kung', 'fu', 'picture', 'contains', 'almost', 'enough', 'chuckle', 'three', 'minute', 'sketch']",0
4042,"['movie', 'refreshes', 'mind', 'spirit', 'along', 'body', 'original', 'content', 'look', 'style']",4
4043,"['maybe', 'thomas', 'wolfe', 'right', 'ca', 'go', 'home']",2
4044,"['dramatic', 'scene', 'frequently', 'unintentionally', 'funny', 'action', 'sequence', 'clearly', 'main', 'event', 'surprisingly', 'uninvolving']",1
4045,"['movie', 'script', 'paul', 'pender', 'made', 'wood', 'relentlessly', 'folksy', 'procession', 'stagy', 'set', 'piece', 'stacked', 'binary', 'opposition']",0
4046,"['seeing', 'film', 'tell', 'reason', 'anyone', 'bother', 'remembering']",0
4047,"['supposed', 'humorous', 'human', 'look', 'hope', 'breed', 'certain', 'kind', 'madness', 'strength', 'never', 'quite', 'add']",2
4048,"['moment', 'real', 'pleasure', 'found', 'sara', 'sugarman', 'whimsical', 'comedy', 'annie', 'mary', 'enough', 'sustain', 'film']",2
4049,"['script', 'high', 'squaddie', 'banter', 'low', 'shock']",3
4050,"['directed', 'dani', 'kouyate', 'burkina', 'faso', 'sia', 'lack', 'visual', 'flair']",2
4051,"['spinning', 'web', 'dazzling', 'entertainment', 'may', 'overstating', 'spider', 'man', 'certainly', 'delivers', 'good']",4
4052,"['solaris', 'shapeless', 'inconsequential', 'move', 'relying', 'viewer', 'work']",0
4053,"['fitfully', 'funny', 'never', 'really', 'take']",2
4054,"['crocodile', 'hunter', 'fan', 'enjoy', 'least', 'real', 'portion', 'film']",2
4055,"['compelling', 'story', 'musical', 'passion', 'governmental', 'odds']",3
4056,"['riveting', 'story', 'well', 'told']",4
4057,['um'],2
4058,"['make', 'realize', 'deep', 'inside', 'righteousness', 'found', 'tough', 'beauty']",4
4059,"['feature', 'surely', 'funniest', 'accurate', 'depiction', 'writer', 'block', 'ever']",4
4060,"['movie', 'negligible', 'work', 'manipulation', 'exploitation', 'piece', 'usual', 'worst', 'guilt', 'trip', 'parent']",1
4061,"['well', 'meaning', 'fault', 'antwone', 'fisher', 'manages', 'dubious', 'feat', 'turning', 'one', 'man', 'triumph', 'everyman', 'romance', 'comedy']",2
4062,"['bottom', 'line', 'piece', 'work', 'brilliantly']",3
4063,"['ramsay', 'clearly', 'extraordinarily', 'talented', 'based', 'three', 'short', 'film', 'two', 'feature', 'betting', 'third', 'feature', 'something', 'behold']",4
4064,"['everything', 'even', 'life', 'aircraft', 'carrier', 'sentimentalized']",1
4065,"['working', 'surprisingly', 'sensitive', 'script', 'co', 'written', 'gianni', 'romoli', 'ozpetek', 'avoids', 'pitfall', 'expect', 'potentially', 'sudsy', 'set']",4
4066,"['plot', 'character', 'drama', 'emotion', 'idea', 'irrelevant', 'experience', 'seeing', 'scorpion', 'king']",1
4067,"['helpful', 'listen', 'extremist', 'name', 'calling', 'regardless', 'whether', 'think', 'kissinger', 'calculating', 'fiend', 'slippery', 'self', 'promoter']",1
4068,"['film', 'visually', 'dazzling', 'depicted', 'event', 'dramatic', 'funny', 'poignant']",4
4069,"['admirable', 'reconstruction', 'terrible', 'event', 'fitting', 'memorial', 'dead', 'day', 'thousand', 'thereafter']",3
4070,"['mindless', 'yet', 'impressively', 'lean', 'spinoff', 'last', 'summer', 'bloated', 'effect', 'fest', 'mummy', 'return']",3
4071,"['even', 'minute', 'playing', 'opposite', 'bullock', 'grant', 'still', 'look', 'ill', 'ease', 'sharing', 'scene']",1
4072,"['kudos', 'enchanting', 'film', 'year']",4
4073,"['ca', 'recommend']",0
4074,"['russian', 'ark', 'new', 'treasure', 'hermitage']",3
4075,"['rock', 'destined', 'st', 'century', 'new', 'conan', 'going', 'make', 'splash', 'even', 'greater', 'arnold', 'schwarzenegger', 'jean', 'claud', 'van', 'damme', 'steven', 'segal']",3
4076,"['film', 'darkly', 'funny', 'observation', 'much', 'grueling', 'time', 'consuming', 'illusion', 'work', 'actual', 'work']",4
4077,"['picture', 'fascinating', 'byway', 'littered', 'trenchant', 'satirical', 'jab', 'peculiar', 'egocentricities', 'acting', 'breed']",3
4078,"['jagger', 'bone', 'dry', 'mournfully', 'brittle', 'delivery', 'give', 'film', 'bittersweet', 'bite']",2
4079,"['lin', 'chung', 'voice', 'rather', 'unexceptional', 'even', 'irritating', 'least', 'western', 'ear', 'making', 'awfully', 'hard', 'buy', 'impetus', 'complicated', 'love', 'triangle', 'develops', 'three', 'central', 'character']",1
4080,"['coherent', 'well', 'shot', 'tartly', 'acted', 'wear', 'like', 'dinner', 'guest', 'showing', 'doctorate']",1
4081,"['invaluable', 'historical', 'document', 'thanks', 'filmmaker', 'extraordinary', 'access', 'massoud', 'whose', 'charm', 'cultivation', 'devotion', 'people', 'readily', 'apparent']",4
4082,"['two', 'lead', 'nearly', 'perfect', 'role', 'bring', 'heart', 'reality', 'buoy', 'film', 'time', 'elevate', 'superior', 'crime', 'movie']",4
4083,"['pairing', 'sound', 'promising', 'theory', 'lack', 'chemistry', 'make', 'eddie', 'murphy', 'robert', 'deniro', 'showtime', 'look', 'like', 'old', 'familiar', 'vaudeville', 'partner']",1
4084,"['disjointed', 'parody']",1
4085,"['character', 'faced', 'possibility', 'life', 'meaningless', 'vapid', 'devoid', 'substance', 'movie', 'definitely', 'meaningless', 'vapid', 'devoid', 'substance']",0
4086,"['tough', 'black', 'man', 'america', 'especially', 'man', 'taken', 'away', 'car', 'work', 'hour', 'denied', 'health', 'insurance']",2
4087,"['kind', 'trifle', 'date', 'night', 'invented']",2
4088,"['plot', 'number', 'hole', 'time', 'simply', 'baffling']",1
4089,"['seen', 'light', 'moonlight', 'mile', 'strike', 'nerve', 'many']",3
4090,"['wobbly', 'senegalese', 'updating', 'carmen', 'best', 'stunning', 'star', 'turn', 'djeinaba', 'diop', 'gai']",2
4091,"['plus', 'like', 'already', 'mentioned', 'robert', 'duvall']",3
4092,"['laugh', 'loud', 'line', 'adorably', 'ditsy', 'heartfelt', 'performance', 'sparkling', 'bittersweet', 'dialogue', 'cut', 'chase', 'modern', 'girl', 'dilemma']",4
4093,"['greaseball', 'mob', 'action', 'comedy']",1
4094,"['explosion', 'joke', 'sexual', 'innuendo', 'abound']",2
4095,"['get', 'old', 'quickly']",1
4096,"['thoughtful', 'visually', 'graceful', 'work']",4
4097,"['standard', 'police', 'oriented', 'drama', 'de', 'niro', 'participation', 'would', 'likely', 'wound', 'tnt', 'original']",1
4098,"['may', 'meant', 'internet', 'short', 'saving', 'ryan', 'private']",2
4099,"['long', 'way', 'orwell', 'dark', 'intelligent', 'warning', 'cry', 'empty', 'stud', 'knockabout', 'equilibrium', 'conviction', 'affectation']",1
4100,"['raimi', 'crafted', 'complicated', 'hero', 'welcome', 'relief', 'usual', 'two', 'dimensional', 'offering']",4
4101,"['fascinating', 'experiment', 'play', 'poetic', 'strict', 'reality', 'creating', 'intriguing', 'specie', 'artifice', 'give', 'lady', 'duke', 'something', 'theatrical', 'air']",3
4102,"['plot', 'clearly', 'mythic', 'structure', 'may', 'owe', 'disney', 'strong', 'sense', 'formula', 'original', 'story']",2
4103,"['poignant', 'lyricism', 'run', 'balzac', 'little', 'chinese', 'seamstress', 'transforms', 'story', 'love', 'culture', 'cinematic', 'poem']",4
4104,"['unfortunately', 'one', 'hour', 'photo', 'life', 'title']",0
4105,"['director', 'uwe', 'boll', 'writer', 'robert', 'dean', 'klein', 'fail', 'generate', 'interest', 'unsympathetic', 'hero', 'caught', 'intricate', 'plot', 'cleverly', 'worked', 'overcome', 'blah', 'character']",1
4106,"['gere', 'give', 'good', 'performance', 'film', 'merit']",2
4107,"['rarely', 'skin', 'looked', 'beautiful', 'desirable', 'even', 'delectable', 'trouble', 'every', 'day']",3
4108,"['pacing', 'often', 'way', 'many', 'bona', 'fide', 'groaner', 'among', 'laugh']",0
4109,"['reyes', 'word', 'processor']",2
4110,"['capturing', 'understated', 'comedic', 'agony', 'ever', 'ruminating', 'genteel', 'yet', 'decadent', 'aristocracy', 'longer', 'pay', 'bill', 'film', 'could', 'well', 'addressing', 'turn', 'th', 'century', 'st']",2
4111,"['setting', 'struggle', 'simply', 'ludicrous', 'borderline', 'insulting']",0
4112,"['try', 'might', 'resist', 'got', 'place', 'heart', 'smokey', 'robinson', 'movie', 'worm', 'way']",3
4113,"['robert', 'john', 'burke', 'monster', 'horn', 'steal', 'show']",3
4114,"['result', 'however', 'well', 'intentioned', 'ironically', 'sort', 'disposable', 'kitchen', 'sink', 'homage', 'illustrates', 'whole', 'often', 'le', 'sum', 'part', 'today', 'hollywood']",0
4115,"['movie', 'best', 'make', 'character', 'flaw', 'insists', 'virtue', 'imperfection']",2
4116,"['incoherent', 'jumble', 'film', 'rarely', 'entertaining', 'could']",0
4117,"['much', 'work', 'entertainment', 'unique', 'well', 'crafted', 'psychological', 'study', 'grief']",4
4118,"['weird', 'ought']",1
4119,"['spy', 'kid', 'island', 'lost', 'dream', 'spy', 'kid', 'franchise', 'establishes', 'durable', 'part', 'movie', 'landscape', 'james', 'bond', 'series', 'kid']",3
4120,"['something', 'must', 'lost', 'translation']",1
4121,"['degenerate', 'hogwash']",0
4122,"['shame', 'storyline', 'underlying', 'theme', 'finally', 'seem', 'impersonal', 'even', 'shallow']",0
4123,"['little', 'question', 'serious', 'work', 'important', 'director', 'something', 'new', 'say', 'flip', 'flop', 'courtship', 'often', 'reel', 'playing']",3
4124,"['outrageously', 'creative', 'action', 'transporter', 'b', 'ut', 'time', 'frank', 'parachute', 'onto', 'moving', 'truck', 'another', 'cartoon', 'unstoppable', 'superman']",1
4125,"['rich', 'intelligent', 'film', 'us', 'pulpy', 'core', 'conceit', 'probe', 'question', 'attraction', 'interdependence', 'heart', 'accomodates', 'practical', 'need']",4
4126,"['cheap', 'ludicrous', 'attempt', 'serious', 'horror']",0
4127,"['ca', 'say', 'enough', 'movie', 'adult', 'male', 'dressed', 'pink', 'jammies']",1
4128,"['every', 'often', 'film', 'come', 'along', 'insanely', 'stupid', 'awful', 'many', 'way', 'watching', 'leaf', 'giddy']",1
4129,"['kind', 'effectively', 'creepy', 'scary', 'thriller', 'fixating', 'far', 'corner', 'screen', 'time', 'nerve', 'ca', 'take']",4
4130,"['except', 'acting', 'exercise', 'exceptionally', 'dark', 'joke', 'wonder', 'anyone', 'saw', 'film', 'allowed', 'get', 'made']",2
4131,"['seems', 'like', 'strange', 'route', 'true', 'love', 'maybe', 'film', 'maker', 'credit', 'believe', 'exactly', 'two', 'people', 'need', 'find']",3
4132,"['dark', 'quirky', 'road', 'movie', 'constantly', 'defies', 'expectation']",4
4133,"['scott', 'baio', 'turning', 'delightful', 'work', 'indie', 'project']",3
4134,"['frustrating', 'yet', 'deeply', 'watchable', 'melodrama', 'make', 'think', 'tougher', 'picture']",2
4135,"['enchanted', 'low', 'life', 'tragedy', 'liberally', 'seasoned', 'emotional', 'outburst', 'sorely', 'missing', 'however', 'edge', 'wild', 'lunatic', 'invention', 'associate', 'cage', 'best', 'acting']",2
4136,"['impostor', 'ca', 'think', 'thing', 'character', 'except', 'run', 'dark', 'tunnel', 'fight', 'various', 'anonymous', 'attacker', 'evade', 'elaborate', 'surveillance', 'technology']",1
4137,"['something', 'lovebird', 'immature', 'unappealing', 'care']",0
4138,"['life', 'size', 'reenactment', 'jack', 'chick', 'cartoon', 'tract', 'always', 'ended', 'hippie', 'getting', 'tossed', 'lake', 'fire']",2
4139,"['eyre', 'way', 'becoming', 'american', 'indian', 'spike', 'lee']",3
4140,"['set', 'harlem', 'look', 'much', 'like', 'anywhere', 'new', 'york']",1
4141,"['well', 'crafted', 'letdown']",1
4142,"['unusually', 'dry', 'eyed', 'even', 'analytical', 'approach', 'material', 'generally', 'played', 'maximum', 'moisture']",3
4143,"['appalling', 'ace', 'ventura', 'rip', 'somehow', 'manages', 'bring', 'together', 'kevin', 'pollak', 'former', 'wrestler', 'chyna', 'dolly', 'parton']",0
4144,"['simply', 'ca', 'recommend', 'enough']",3
4145,"['lot', 'cool', 'stuff', 'packed', 'espn', 'ultimate', 'x']",3
4146,"['negligible', 'british', 'comedy']",1
4147,"['even', 'bother', 'rent', 'video']",0
4148,"['addition', 'scoring', 'high', 'originality', 'plot', 'putting', 'together', 'familiar', 'theme', 'family', 'forgiveness', 'love', 'new', 'way', 'lilo', 'stitch', 'number', 'asset', 'commend', 'movie', 'audience', 'innocent', 'jaded']",4
4149,"['faithful', 'without', 'forceful', 'sad', 'without', 'shrill', 'walk', 'remember', 'succeeds', 'sincerity']",3
4150,"['passionately', 'inquisitive', 'film', 'determined', 'uncover', 'truth', 'hopefully', 'inspire', 'action']",4
4151,"['want', 'funk', 'movie', 'got']",3
4152,"['best', 'pierce', 'brosnan', 'james', 'bond', 'film', 'date']",3
4153,"['decidedly', 'mixed', 'bag']",2
4154,"['sandler', 'running', 'empty', 'repeating', 'already', 'done', 'way', 'often']",1
4155,"['like', 'christmas', 'movie', 'elf', 'snow', 'le', 'pimp', 'ho']",0
4156,"['parent', 'would', 'well', 'cram', 'earplug', 'ear', 'put', 'pillowcase', 'head', 'minute']",0
4157,"['blade', 'ii', 'still', 'top', 'heavy', 'blazing', 'gun', 'cheatfully', 'filmed', 'martial', 'art', 'disintegrating', 'bloodsucker', 'computer', 'effect', 'jagged', 'camera', 'move', 'serve', 'purpose', 'call', 'attention']",0
4158,"['spiffy', 'animated', 'feature', 'unruly', 'adolescent', 'boy', 'yearning', 'adventure', 'chance', 'prove', 'worth']",3
4159,"['everything', 'serious', 'poetic', 'earnest', 'sadly', 'dull']",1
4160,"['nothing', 'seems', 'funny', 'analyze', 'even', 'joe', 'viterelli', 'de', 'niro', 'right', 'hand', 'goombah']",1
4161,"['rare', 'see', 'movie', 'take', 'speedy', 'swan', 'dive', 'promising', 'interesting', 'familiar', 'landing', 'squarely', 'stupid']",1
4162,"['portrait', 'hell', 'shattering', 'impossible', 'shake']",3
4163,"['modern', 'remake', 'duma', 'story', 'long', 'narrative', 'short', 'action']",1
4164,"['die', 'another', 'day', 'intermittently', 'entertaining', 'hard', 'sucker', 'charm', 'perhaps', 'impossible', 'feel', 'nostalgia', 'movie', 'grew']",2
4165,"['plunge', 'reality', 'often', 'difficult', 'sad', 'without', 'sentimentalizing', 'denying', 'brutality', 'transforms', 'reality', 'lyrical', 'celebratory', 'vision']",3
4166,"['level', 'acting', 'elevates', 'material', 'pat', 'inspirational', 'status', 'give', 'sturdiness', 'solidity', 'long', 'associated', 'washington', 'actor']",3
4167,"['duvall', 'strong', 'always']",4
4168,"['showboating', 'wise', 'cracker', 'stock', 'persona', 'sure', 'getting', 'old']",2
4169,"['master', 'disguise', 'may', 'made', 'great', 'saturday', 'night', 'live', 'sketch', 'great', 'movie']",1
4170,"['true', 'pleasure']",3
4171,"['nary', 'glimmer', 'self', 'knowledge', 'crane', 'becomes', 'specimen', 'character', 'auto', 'focus', 'remains', 'chilly', 'clinical', 'lab', 'report']",1
4172,"['quality', 'amusing', 'becoming', 'irritating']",1
4173,"['moore', 'provides', 'invaluable', 'service', 'sparking', 'debate', 'encouraging', 'thought']",4
4174,"['exciting', 'well', 'paced']",4
4175,"['daringly', 'perceptive', 'taut', 'piercing', 'feisty', 'biggie', 'tupac', 'undeniably', 'subversive', 'involving', 'bold', 'presentation']",3
4176,"['afraid', 'show', 'movie', 'reviewer', 'opening', 'afraid', 'bad', 'review', 'thought', 'earn']",0
4177,"['capture', 'perverse', 'element', 'kafkaesque', 'identity', 'overnight', 'robbed', 'replaced', 'persecuted']",3
4178,"['dull', 'seen', 'eddie', 'murphy', 'genial', 'rogue', 'shtick', 'death', 'plot', 'equally', 'hackneyed']",1
4179,"['breheny', 'lensing', 'new', 'zealand', 'cook', 'island', 'location', 'capture', 'beauty', 'land', 'people']",4
4180,"['movie', 'certainly', 'share', 'clever', 'moment', 'biting', 'dialogue', 'much', 'lurking', 'abstract', 'surface']",2
4181,"['strangely', 'come', 'kingdom', 'mild', 'wild']",3
4182,['word'],2
4183,"['exhausting', 'family', 'drama', 'porcelain', 'empire', 'hard', 'flick', 'subject', 'matter']",2
4184,"['dog', 'soldier', 'transcend', 'genre', 'embrace', 'energizes', 'take', 'big', 'bloody', 'chomp']",3
4185,"['like', 'best', 'minute']",4
4186,"['exercise', 'biography', 'hero', 'worship']",1
4187,"['crafty', 'energetic', 'smart', 'kid', 'sort', 'like', 'fourteen', 'year', 'old', 'ferris', 'bueller']",4
4188,"['entire', 'movie', 'filled', 'deja', 'vu', 'moment']",2
4189,"['science', 'fiction', 'movie', 'minority', 'report', 'astounds']",4
4190,"['broomfield', 'reminds', 'u', 'beneath', 'hype', 'celebrity', 'high', 'life', 'conspiracy', 'mystery', 'couple', 'bright', 'young', 'men', 'promising', 'talented', 'charismatic', 'tragically', 'doomed']",3
4191,"['right', 'merely', 'signpost', 'marking', 'slow', 'lingering', 'death', 'imagination']",1
4192,"['director', 'peter', 'kosminsky', 'give', 'woman', 'forum', 'demonstrate', 'acting', 'chop', 'take', 'full', 'advantage']",3
4193,"['despite', 'bearing', 'paramount', 'imprint', 'bargain', 'basement', 'european', 'pickup']",0
4194,"['brown', 'sugar', 'satisfying', 'well', 'made', 'romantic', 'comedy', 'charming', 'well', 'acted']",4
4195,"['stitch', 'bad', 'mannered', 'ugly', 'destructive', 'little']",0
4196,['time'],2
4197,"['beautiful', 'timeless', 'universal', 'tale', 'heated', 'passion', 'jealousy', 'betrayal', 'forgiveness', 'murder']",4
4198,"['animation', 'merely', 'serf', 'predictable', 'maudlin', 'story', 'swipe', 'heavily', 'bambi', 'lion', 'king', 'yet', 'lack', 'emotional', 'resonance', 'either', 'movie']",2
4199,"['offensive', 'thing', 'movie', 'hollywood', 'expects', 'people', 'pay', 'see']",0
4200,"['made', 'unintentionally', 'famous', 'queasy', 'stomached', 'critic', 'staggered', 'theater', 'blacked', 'lobby']",1
4201,"['already', 'like', 'sort', 'thing', 'sort', 'thing']",2
4202,"['confusion', 'one', 'least', 'favourite', 'emotion', 'especially', 'put', 'minute']",0
4203,"['movie', 'ultimately', 'relies', 'bit', 'heavily', 'grandstanding', 'emotional', 'rocky', 'like', 'moment', 'warm', 'charming', 'package', 'feel', 'happy', 'argue', 'much']",2
4204,"['hidden', 'agenda', 'drama', 'shout', 'classic', 'french', 'nuance']",2
4205,"['challenging', 'film', 'always', 'narratively', 'cohesive', 'one']",2
4206,"['halfway', 'however', 'sucked', 'dry', 'undead', 'action', 'flick', 'formula', 'blade', 'ii', 'mutates', 'gross', 'monster', 'movie', 'effect', 'silly', 'scary']",1
4207,"['frenetic', 'spectacle', 'tv', 'show', 'usually', 'leavened', 'charm', 'conspicuously', 'missing', 'girl', 'big', 'screen', 'blowout']",1
4208,"['many', 'effective', 'horror', 'element', 'dampened', 'familiarity', 'yet', 'worthwhile']",2
4209,"['though', 'touch', 'arthouse', 'poetic', 'symbolism', 'heaven', 'prof', 'good', 'match', 'sensibility', 'two', 'director']",3
4210,"['sport', 'admirable', 'energy', 'full', 'bodied', 'characterization', 'narrative', 'urgency']",3
4211,"['even', 'crush', 'departs', 'w', 'formula', 'feel', 'like', 'glossy', 'rehash']",1
4212,"['end', 'care', 'whether', 'cold', 'hearted', 'snake', 'petrovich', 'would', 'reno', 'get', 'comeuppance']",2
4213,"['set', 'apart', 'vision', 'taymor', 'avant', 'garde', 'director', 'broadway', 'lion', 'king', 'film', 'titus', 'brings']",3
4214,"['easy', 'love', 'robin', 'tunney', 'pretty', 'act', 'get', 'harder', 'harder', 'understand', 'choice']",1
4215,"['cross', 'blow', 'boyz', 'n', 'hood', 'movie', 'strives', 'quite', 'get']",1
4216,"['talky', 'artificial', 'opaque', 'interesting', 'technical', 'exercise', 'tedious', 'picture']",0
4217,"['enlivens', 'film', 'beyond', 'astute', 'direction', 'cardoso', 'beautifully', 'detailed', 'performance', 'actor', 'note', 'defiance', 'social', 'dictate']",3
4218,"['effective', 'aspect', 'margarita', 'happy', 'hour', 'represents', 'auspicious', 'feature', 'debut', 'chaiken']",4
4219,"['meandering', 'confusing']",1
4220,"['nicholas', 'nickleby', 'perfect', 'family', 'film', 'take', 'everyone', 'since', 'new', 'christmas', 'carol', 'theater', 'year']",3
4221,"['degree', 'ivans', 'xtc']",2
4222,"['pure', 'intention', 'passably', 'diverting', 'secret', 'life', 'light', 'innocuous', 'unremarkable']",2
4223,"['match', 'neorealism', 'impact', 'showing', 'humanity', 'war', 'torn', 'land', 'filled', 'people', 'want', 'live', 'life']",2
4224,"['performance', 'amiable', 'committed', 'comedy', 'often', 'hit', 'bullseye']",3
4225,"['rich', 'tale', 'time', 'well', 'told', 'appropriate', 'minimum', 'mean']",3
4226,"['bread', 'sweet', 'many', 'flaw', 'would', 'easy', 'critic', 'shred']",0
4227,"['bollywood', 'hollywood', 'undoubtedly', 'provide', 'keenest', 'pleasure', 'familiar', 'bombay', 'musical', 'also', 'plenty', 'like']",3
4228,"['could', 'put', 'coffee', 'table', 'anywhere']",2
4229,"['minute', 'movie', 'short', 'feel', 'much', 'longer']",1
4230,"['translating', 'complex', 'character', 'novel', 'big', 'screen', 'impossible', 'task', 'true', 'essence', 'ya', 'ya']",3
4231,"['well', 'funnier']",1
4232,"['love', 'hell', 'dunno']",3
4233,"['exhilarating', 'place', 'visit', 'laboratory', 'laughter']",4
4234,"['one', 'best', 'film', 'ever', 'seen', 'constantly', 'pulling', 'rug', 'underneath', 'u', 'seeing', 'thing', 'new', 'side', 'plunging', 'deeper', 'getting', 'intense']",3
4235,"['like', 'russo', 'guy', 'lookin', 'mamet', 'instead', 'found', 'sturges']",2
4236,"['culkin', 'turn', 'character', 'basically', 'anti', 'harry', 'potter', 'right', 'gryffindor', 'scarf']",2
4237,"['family', 'fare']",3
4238,"['beware', 'quirky', 'brit', 'com']",1
4239,"['cinematography', 'cloudy', 'picture', 'making', 'becalmed']",1
4240,"['even', 'enticing', 'prospect', 'lot', 'nubile', 'young', 'actor', 'film', 'campus', 'depravity', 'fade', 'amid', 'deliberate', 'tiresome', 'ugliness', 'would', 'rendered', 'tedious', 'avary', 'failure', 'construct', 'story', 'even', 'trace', 'dramatic', 'interest']",0
4241,"['movie', 'narrative', 'gymnastics', 'ca', 'disguise', 'fact', 'inauthentic', 'core', 'story', 'worth', 'telling']",0
4242,"['present', 'side', 'contemporary', 'chinese', 'life', 'many', 'outsider', 'surprised', 'know', 'exists', 'artistry', 'also', 'smack', 'revelation']",3
4243,"['suspend', 'disbelief', 'shaking', 'head', 'way', 'credit']",1
4244,"['banter', 'calvin', 'fellow', 'barber', 'feel', 'like', 'streetwise', 'mclaughlin', 'group', 'never', 'fails', 'entertain']",3
4245,"['film', 'immensely', 'enjoyable', 'thanks', 'great', 'performance', 'steve', 'buscemi', 'rosario', 'dawson']",4
4246,"['look', 'like', 'travel', 'agency', 'video', 'targeted', 'people', 'like', 'ride', 'bike', 'topless', 'roll', 'mud', 'worthwhile', 'glimpse', 'independent', 'community', 'guiding', 'light']",0
4247,"['small', 'independent', 'film', 'suffering', 'severe', 'case', 'hollywood', 'itis']",1
4248,"['much', 'successful', 'translation', 'famous', 'previous', 'film', 'adaptation', 'writer', 'director', 'anthony', 'friedman', 'similarly', 'updated', 'british', 'production']",3
4249,"['writer', 'director', 'david', 'jacobson', 'star', 'jeremy', 'renner', 'made', 'remarkable', 'film', 'explores', 'monster', 'psychology', 'order', 'excuse', 'rather', 'demonstrate', 'pathology', 'evolved', 'human', 'impulse', 'grew', 'hideously', 'twisted']",4
4250,"['portrait', 'artist']",2
4251,"['fun', 'ride']",3
4252,"['make', 'minority', 'report', 'necessary', 'viewing', 'sci', 'fi', 'fan', 'film', 'best', 'special', 'effect', 'ever']",4
4253,"['moment', 'broken', 'character', 'study', 'rich', 'emotional', 'texture', 'journey', 'really', 'go', 'anywhere']",1
4254,"['story', 'work', 'one', 'thin', 'scattered', 'film', 'work', 'well', 'enough', 'make', 'worth', 'watching']",3
4255,"['one', 'biggest', 'disappointment', 'year']",0
4256,"['entertaining', 'inferior', 'level']",3
4257,"['sincere', 'fault', 'unfortunately', 'compelling', 'much', 'fun']",2
4258,"['movie', 'generic', 'virtue', 'despite', 'lot', 'involved', 'talent', 'seems', 'done', 'number']",2
4259,"['road', 'trip', 'get', 'thinking', 'yet']",2
4260,"['stripped', 'almost', 'entirely', 'tool', 'nudity', 'profanity', 'violence', 'labute', 'manage', 'make', 'point', 'modern', 'man', 'problematic', 'quest', 'human', 'connection']",1
4261,"['watching', 'war', 'photographer', 'come', 'believe', 'nachtwey', 'hate', 'war', 'show', 'empathizes', 'victim', 'reveals']",3
4262,"['paraphrase', 'line', 'another', 'dickens', 'novel', 'nicholas', 'nickleby', 'much', 'like', 'fragment', 'underdone', 'potato']",0
4263,"['rise', 'oh', 'hollywood', 'rejiggering', 'conventional', 'direction', 'give', 'film', 'soul', 'unabashed', 'sense', 'good', 'old', 'fashioned', 'escapism']",3
4264,"['like', 'predecessor', 'classic', 'provides', 'reasonably', 'attractive', 'holiday', 'contraption', 'one', 'family', 'looking', 'clean', 'kid', 'friendly', 'outing', 'investigate']",2
4265,"['direction', 'fluid', 'nonsense', 'authority', 'performance', 'harris', 'phifer', 'cam', 'ron', 'seal', 'deal']",3
4266,"['self', 'congratulatory', 'misguided', 'ill', 'informed', 'nonetheless', 'compulsively', 'watchable']",2
4267,"['infuriating', 'film']",0
4268,"['hayek', 'throw', 'dream', 'hispanic', 'role', 'teeth', 'clenching', 'gusto', 'strike', 'potent', 'chemistry', 'molina', 'gradually', 'make', 'u', 'believe', 'kahlo']",4
4269,"['call', 'magic', 'realism', 'surrealism', 'miss', 'wonton', 'float', 'beyond', 'reality', 'certain', 'degree', 'wit', 'dignity']",4
4270,"['admirable', 'rigor', 'jimmy', 'relentless', 'anger', 'script', 'refusal', 'happy', 'ending', 'monologue', 'stretch', 'realize', 'place', 'story', 'go']",1
4271,"['rymer', 'trust', 'laugh', 'conjure', 'proper', 'respect', 'follower', 'whole', 'dead', 'undead', 'genre', 'deserve', 'vampire', 'pic', 'shrieky', 'special', 'effect']",1
4272,"['glimpse', 'life']",2
4273,"['shreve', 'graceful', 'dual', 'narrative', 'get', 'clunky', 'screen', 'keep', 'getting', 'torn', 'away', 'compelling', 'historical', 'tale', 'le', 'compelling', 'soap', 'opera']",1
4274,"['civilized', 'mind', 'movie', 'like', 'ballistic', 'eck', 'v', 'sever', 'ordeal', 'amusement']",0
4275,"['ludicrous', 'director', 'carl', 'franklin', 'add', 'enough', 'flourish', 'freak', 'out', 'make', 'entertaining']",3
4276,"['irony', 'film', 'cast', 'uniformly', 'superb', 'performance', 'could', 'allowed', 'stand']",3
4277,"['work', 'concert']",1
